model,temperature,seed,bleu_representativeness,folder
claude-3.5-haiku,0.5,42,0.1586,recursive-simple
claude-3.5-haiku,0.5,999,0.1786,recursive-simple
claude-3.5-haiku,0.5,123,0.1113,recursive-simple
claude-3.5-haiku,0.5,123,0.2561,recursive-simple
claude-3.5-haiku,0.5,123,0.0925,loop-acceleration
claude-3.5-haiku,0.5,42,0.0014,loops-crafted-1
claude-3.5-haiku,0.5,999,0.1943,recursive-simple
claude-3.5-haiku,0.5,123,0.1257,termination-crafted
claude-3.5-haiku,0.5,123,0.0435,termination-numeric
claude-3.5-haiku,0.5,999,0.0071,loops-crafted-1
claude-3.5-haiku,0.5,123,0.1674,recursive-simple
claude-3.5-haiku,0.5,999,0.08,termination-crafted
claude-3.5-haiku,0.5,999,0.1374,termination-numeric
claude-3.5-haiku,0.5,123,0.0415,termination-nla
claude-3.5-haiku,0.5,42,0.1856,loop-acceleration
claude-3.5-haiku,0.5,999,0.105,termination-nla
claude-3.5-haiku,0.5,999,0.1774,recursive-simple
claude-3.5-haiku,0.5,123,0.1052,termination-crafted-lit
claude-3.5-haiku,0.5,42,0.2051,termination-numeric
claude-3.5-haiku,0.5,42,0.036,termination-nla
claude-3.5-haiku,0.5,42,0.0461,termination-crafted-lit
claude-3.5-haiku,0.5,42,0.2036,termination-crafted
claude-3.5-haiku,0.5,123,0.1003,loops
claude-3.5-haiku,0.5,123,0.0862,termination-crafted-lit
claude-3.5-haiku,0.5,42,0.0566,termination-crafted
claude-3.5-haiku,0.5,42,0.0661,termination-crafted-lit
claude-3.5-haiku,0.5,999,0.2379,loop-acceleration
claude-3.5-haiku,0.5,999,0.109,termination-crafted
claude-3.5-haiku,0.5,999,0.0269,loops
claude-3.5-haiku,0.5,123,0.1086,termination-crafted
claude-3.5-haiku,0.5,42,0.1426,recursive
claude-3.5-haiku,0.5,123,0.1527,loops
claude-3.5-haiku,0.5,123,0.0982,loops-crafted-1
claude-3.5-haiku,0.5,42,0.0472,termination-crafted
claude-3.5-haiku,0.5,42,0.2366,loops
claude-3.5-haiku,0.5,999,0.1915,loops-crafted-1
claude-3.5-haiku,0.5,999,0.0468,recursive
claude-3.5-haiku,0.5,999,0.1513,termination-restricted-15
claude-3.5-haiku,0.5,123,0.167,termination-restricted-15
claude-3.5-haiku,0.5,999,0.1123,termination-crafted
claude-3.5-haiku,0.5,123,0.0771,termination-crafted
claude-3.5-haiku,0.5,123,0.1649,recursive-simple
claude-3.5-haiku,0.5,42,0.067,termination-crafted
claude-3.5-haiku,0.5,42,0.3043,termination-numeric
claude-3.5-haiku,0.5,42,0.1757,recursive-simple
claude-3.5-haiku,0.5,42,0.1571,recursive-simple
claude-3.5-haiku,0.5,999,0.151,recursive-simple
