property,original_index,s999_pass,s999_complete,s999_errors,s42_pass,s42_complete,s42_errors,s123_pass,s123_complete,s123_errors
no-overflow,0,True,True,[],True,True,[],True,True,[]
valid-memsafety,1,True,True,[],True,True,[],True,True,[]
unreach-call,2,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 6}, ""data"": ""'id' has already been declared""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 6}, ""data"": ""'id' has already been declared""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 6}, ""data"": ""'id' has already been declared""}]"
no-overflow,3,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 45}, ""endPos"": {""line"": 3, ""column"": 56}, ""data"": ""unknown identifier 'reach_error'""}, {""severity"": ""error"", ""pos"": {""line"": 3, ""column"": 59}, ""endPos"": {""line"": 3, ""column"": 64}, ""data"": ""unknown identifier 'abort'""}]",True,True,[],True,True,[]
termination,4,True,True,[],True,True,[],True,True,[]
termination,5,True,True,[],True,True,[],True,True,[]
unreach-call,6,True,True,[],True,True,[],True,False,[]
unreach-call,7,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 6}, ""data"": ""'id' has already been declared""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 27}, ""endPos"": null, ""data"": ""expected ';' or line break""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 6}, ""data"": ""'id' has already been declared""}]"
unreach-call,8,True,True,[],True,True,[],True,True,[]
termination,9,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 10}, ""endPos"": {""line"": 2, ""column"": 14}, ""data"": ""'Bool' has already been declared""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 10}, ""endPos"": {""line"": 2, ""column"": 14}, ""data"": ""'Bool' has already been declared""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 10}, ""endPos"": {""line"": 2, ""column"": 14}, ""data"": ""'bool' has already been declared""}]"
