property,original_index,s123_pass,s123_complete,s123_errors,s999_pass,s999_complete,s999_errors,s42_pass,s42_complete,s42_errors
no-overflow,0,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 32}, ""endPos"": {""line"": 15, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 30}, ""endPos"": {""line"": 14, ""column"": 32}, ""data"": ""unsolved goals\n\u22a2 Prop""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 6}, ""endPos"": {""line"": 15, ""column"": 7}, ""data"": ""unexpected token '('; expected ':=', 'where' or '|'""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 13}, ""endPos"": {""line"": 14, ""column"": 18}, ""data"": ""failed to infer binder type\nwhen the resulting type of a declaration is explicitly provided, all holes (e.g., `_`) in the header are resolved before the declaration body is processed""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 30}, ""endPos"": {""line"": 15, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 28}, ""endPos"": {""line"": 14, ""column"": 30}, ""data"": ""unsolved goals\nBool : Sort u_1\n\u22a2 Bool""}]"
valid-memsafety,1,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 56}, ""endPos"": {""line"": 16, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 0}, ""endPos"": {""line"": 5, ""column"": 6}, ""data"": ""unexpected identifier; expected command""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 31}, ""endPos"": {""line"": 15, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 29}, ""endPos"": {""line"": 14, ""column"": 31}, ""data"": ""unsolved goals\n\u22a2 Prop""}]"
unreach-call,2,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 28}, ""endPos"": null, ""data"": ""expected token""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 37, ""column"": 54}, ""endPos"": {""line"": 38, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 18, ""column"": 28}, ""endPos"": {""line"": 18, ""column"": 29}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]"
no-overflow,3,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 21}, ""endPos"": {""line"": 14, ""column"": 22}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 12, ""column"": 0}, ""endPos"": {""line"": 13, ""column"": 18}, ""data"": ""type of theorem 'lean_workbook_137085' is not a proposition\n  Prop""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 21}, ""endPos"": {""line"": 15, ""column"": 22}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]"
termination,4,True,True,[],False,,no code,False,,no code
termination,5,False,False,Theorem is missing a header,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 13, ""column"": 32}, ""endPos"": {""line"": 14, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 13, ""column"": 30}, ""endPos"": {""line"": 13, ""column"": 32}, ""data"": ""unsolved goals\n\u22a2 Prop""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 31}, ""endPos"": {""line"": 15, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 29}, ""endPos"": {""line"": 14, ""column"": 31}, ""data"": ""unsolved goals\n\u22a2 Prop""}]"
unreach-call,6,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 21}, ""endPos"": {""line"": 15, ""column"": 22}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 41}, ""endPos"": {""line"": 15, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 39}, ""endPos"": {""line"": 14, ""column"": 41}, ""data"": ""unsolved goals\n\u22a2 Prop""}]",False,False,Theorem is missing a header
unreach-call,7,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 26}, ""endPos"": {""line"": 14, ""column"": 27}, ""data"": ""unexpected token ')'; expected '_' or identifier""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 39}, ""endPos"": null, ""data"": ""expected token""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 34}, ""endPos"": {""line"": 14, ""column"": 38}, ""data"": ""unknown constant 'Unit'""}]",True,False,[]
unreach-call,8,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 5, ""column"": 23}, ""endPos"": null, ""data"": ""unknown tactic""}, {""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 16}, ""endPos"": {""line"": 5, ""column"": 30}, ""data"": ""unsolved goals\n\u22a2 Bool""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 13, ""column"": 0}, ""endPos"": {""line"": 14, ""column"": 18}, ""data"": ""type of theorem 'lean4_proof' is not a proposition\n  Prop""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 16, ""column"": 29}, ""endPos"": null, ""data"": ""expected token""}]"
termination,9,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 37}, ""endPos"": {""line"": 15, ""column"": 39}, ""data"": ""unexpected token '['; expected ':=', 'where' or '|'""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 30}, ""endPos"": {""line"": 16, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 28}, ""endPos"": {""line"": 15, ""column"": 30}, ""data"": ""unsolved goals\n\u22a2 Prop""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 46}, ""endPos"": {""line"": 16, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 44}, ""endPos"": {""line"": 15, ""column"": 46}, ""data"": ""unsolved goals\nBool : Sort u_1\n\u22a2 Bool""}]"
