model,temperature,seed,bleu_representativeness,folder
mistral-7b,0.2,999,0.1003,termination-crafted
mistral-7b,0.2,123,0.0,loops-crafted-1
mistral-7b,0.2,999,0.2382,recursive-simple
mistral-7b,0.2,123,0.4218,recursive-simple
mistral-7b,0.2,42,0.3462,recursive-simple
mistral-7b,0.2,123,0.059,termination-numeric
mistral-7b,0.2,123,0.1179,recursive-simple
mistral-7b,0.2,42,0.0009,loops-crafted-1
mistral-7b,0.2,123,0.2668,loop-acceleration
mistral-7b,0.2,42,0.0705,termination-crafted
mistral-7b,0.2,999,0.1477,loop-acceleration
mistral-7b,0.2,999,0.1648,termination-numeric
mistral-7b,0.2,123,0.1101,termination-crafted
mistral-7b,0.2,999,0.0033,loops-crafted-1
mistral-7b,0.2,999,0.3245,recursive-simple
mistral-7b,0.2,999,0.1314,termination-crafted-lit
mistral-7b,0.2,123,0.2782,termination-crafted
mistral-7b,0.2,123,0.0204,termination-nla
mistral-7b,0.2,123,0.0218,termination-crafted-lit
mistral-7b,0.2,42,0.4334,loops
mistral-7b,0.2,42,0.2271,recursive-simple
mistral-7b,0.2,42,0.2955,recursive-simple
mistral-7b,0.2,123,0.1137,termination-crafted-lit
mistral-7b,0.2,999,0.1047,recursive-simple
mistral-7b,0.2,999,0.1046,termination-crafted-lit
mistral-7b,0.2,999,0.0,loops
mistral-7b,0.2,123,0.3348,recursive-simple
mistral-7b,0.2,999,0.1916,termination-crafted
mistral-7b,0.2,42,0.1545,termination-crafted-lit
mistral-7b,0.2,42,0.0337,termination-nla
mistral-7b,0.2,123,0.0,loops-crafted-1
mistral-7b,0.2,42,0.3506,termination-crafted
mistral-7b,0.2,42,0.1755,termination-crafted
mistral-7b,0.2,42,0.2204,loop-acceleration
mistral-7b,0.2,42,0.0673,termination-numeric
mistral-7b,0.2,999,0.1584,loops
mistral-7b,0.2,123,0.4636,termination-restricted-15
mistral-7b,0.2,42,0.1003,recursive
mistral-7b,0.2,42,0.5507,termination-restricted-15
mistral-7b,0.2,999,0.5772,termination-restricted-15
mistral-7b,0.2,42,0.2426,loops
mistral-7b,0.2,42,0.1816,recursive-simple
mistral-7b,0.2,123,0.0972,termination-crafted
mistral-7b,0.2,123,0.1475,recursive-simple
mistral-7b,0.2,999,0.0665,recursive-simple
mistral-7b,0.2,123,0.2551,recursive
mistral-7b,0.2,999,0.0977,termination-crafted
mistral-7b,0.2,42,0.2767,loops-crafted-1
mistral-7b,0.2,999,0.3134,loops-crafted-1
mistral-7b,0.2,123,0.3672,termination-numeric
mistral-7b,0.2,123,0.0721,termination-crafted-lit
mistral-7b,0.2,42,0.2942,termination-numeric
mistral-7b,0.2,123,0.074,termination-crafted
mistral-7b,0.2,123,0.2883,loops
mistral-7b,0.2,999,0.1609,termination-crafted
mistral-7b,0.2,123,0.5291,termination-restricted-15
mistral-7b,0.2,999,0.3111,recursive
mistral-7b,0.2,123,0.2817,termination-bwb
mistral-7b,0.2,999,0.425,termination-numeric
mistral-7b,0.2,42,0.1163,termination-bwb
mistral-7b,0.2,999,0.0858,termination-crafted-lit
mistral-7b,0.2,42,0.2844,array-fpi
mistral-7b,0.2,42,0.4063,recursive
mistral-7b,0.2,999,0.0345,termination-restricted-15
mistral-7b,0.2,999,0.345,termination-crafted
mistral-7b,0.2,123,0.3007,recursive
mistral-7b,0.2,123,0.0165,loops
mistral-7b,0.2,42,0.0426,termination-crafted
mistral-7b,0.2,123,0.1606,loops
mistral-7b,0.2,42,0.0787,termination-crafted
mistral-7b,0.2,999,0.2624,recursive
mistral-7b,0.2,42,0.124,loop-acceleration
mistral-7b,0.2,42,0.0,loop-invgen
mistral-7b,0.2,999,0.0,bitvector
mistral-7b,0.2,123,0.0,loop-invgen
mistral-7b,0.2,999,0.3019,termination-bwb
mistral-7b,0.2,999,0.2649,loop-acceleration
mistral-7b,0.2,42,0.0,termination-crafted
mistral-7b,0.2,123,0.2002,termination-crafted
mistral-7b,0.2,999,0.1434,termination-crafted
mistral-7b,0.2,123,0.1016,array-fpi
mistral-7b,0.2,42,0.1615,termination-crafted-lit
mistral-7b,0.2,42,0.0217,termination-crafted-lit
mistral-7b,0.2,42,0.0,bitvector
mistral-7b,0.2,123,0.1988,array-fpi
mistral-7b,0.2,42,0.0,termination-crafted
mistral-7b,0.2,999,0.0002,termination-crafted
mistral-7b,0.2,42,0.2224,loops
mistral-7b,0.2,123,0.1507,termination-crafted
mistral-7b,0.2,42,0.3817,termination-crafted
mistral-7b,0.2,123,0.0001,termination-crafted
mistral-7b,0.2,42,0.1708,termination-crafted
mistral-7b,0.2,123,0.1635,termination-crafted-lit
mistral-7b,0.2,123,0.0,bitvector
mistral-7b,0.2,42,0.1951,termination-restricted-15
mistral-7b,0.2,999,0.2928,array-fpi
mistral-7b,0.2,123,0.2308,termination-crafted
mistral-7b,0.2,999,0.394,termination-crafted
mistral-7b,0.2,999,0.0,loop-industry-pattern
mistral-7b,0.2,999,0.325,array-memsafety
mistral-7b,0.2,123,0.3567,array-memsafety
mistral-7b,0.2,123,0.0,loop-industry-pattern
mistral-7b,0.2,999,0.0,loop-invgen
mistral-7b,0.2,123,0.0962,termination-crafted
mistral-7b,0.2,42,0.2034,termination-crafted-lit
mistral-7b,0.2,123,0.037,bitvector
mistral-7b,0.2,42,0.0,termination-nla
mistral-7b,0.2,42,0.1987,array-memsafety
mistral-7b,0.2,42,0.1156,bitvector
mistral-7b,0.2,123,0.1745,termination-nla
mistral-7b,0.2,999,0.2434,array-fpi
mistral-7b,0.2,42,0.0491,termination-nla
mistral-7b,0.2,42,0.2219,loops
mistral-7b,0.2,123,0.1472,loop-acceleration
mistral-7b,0.2,999,0.0685,loops
mistral-7b,0.2,999,0.2297,termination-restricted-15
mistral-7b,0.2,999,0.0749,bitvector
mistral-7b,0.2,123,0.0434,termination-nla
mistral-7b,0.2,123,0.2552,recursive-simple
mistral-7b,0.2,42,0.3135,recursive-simple
mistral-7b,0.2,999,0.3046,recursive-simple
mistral-7b,0.2,42,0.6594,termination-restricted-15
mistral-7b,0.2,123,0.3233,termination-restricted-15
mistral-7b,0.2,42,0.2329,termination-restricted-15
mistral-7b,0.2,999,0.1176,termination-crafted-lit
mistral-7b,0.2,999,0.1182,termination-crafted
mistral-7b,0.2,42,0.0043,loop-industry-pattern
mistral-7b,0.2,42,0.2265,termination-bwb
mistral-7b,0.2,42,0.0001,array-fpi
mistral-7b,0.2,42,0.3185,loops-crafted-1
mistral-7b,0.2,42,0.1407,termination-restricted-15
mistral-7b,0.2,123,0.0823,loops
mistral-7b,0.2,999,0.1096,termination-bwb
mistral-7b,0.2,999,0.2857,loops-crafted-1
