model,temperature,seed,bleu_representativeness,folder
gpt-4o-mini,0.2,999,0.4432,recursive-simple
gpt-4o-mini,0.2,123,0.2173,recursive-simple
gpt-4o-mini,0.2,123,0.2548,recursive-simple
gpt-4o-mini,0.2,123,0.273,loop-acceleration
gpt-4o-mini,0.2,42,0.456,loop-acceleration
gpt-4o-mini,0.2,42,0.3183,recursive-simple
gpt-4o-mini,0.2,42,0.4252,termination-numeric
gpt-4o-mini,0.2,123,0.3522,termination-numeric
gpt-4o-mini,0.2,42,0.094,termination-crafted
gpt-4o-mini,0.2,123,0.1555,recursive-simple
gpt-4o-mini,0.2,999,0.3388,loop-acceleration
gpt-4o-mini,0.2,42,0.1761,loops
gpt-4o-mini,0.2,999,0.2596,termination-numeric
gpt-4o-mini,0.2,123,0.1137,termination-crafted
gpt-4o-mini,0.2,999,0.2297,recursive-simple
gpt-4o-mini,0.2,999,0.2446,loops
gpt-4o-mini,0.2,42,0.2049,recursive-simple
gpt-4o-mini,0.2,999,0.1398,loops-crafted-1
gpt-4o-mini,0.2,42,0.1939,recursive-simple
gpt-4o-mini,0.2,42,0.2298,termination-nla
gpt-4o-mini,0.2,42,0.1755,termination-crafted-lit
gpt-4o-mini,0.2,42,0.2725,loops
gpt-4o-mini,0.2,42,0.136,loops-crafted-1
gpt-4o-mini,0.2,42,0.1344,termination-crafted
gpt-4o-mini,0.2,999,0.2363,recursive-simple
gpt-4o-mini,0.2,123,0.1548,termination-crafted-lit
gpt-4o-mini,0.2,999,0.1459,termination-crafted-lit
gpt-4o-mini,0.2,999,0.2844,loops
gpt-4o-mini,0.2,42,0.2896,termination-crafted-lit
gpt-4o-mini,0.2,999,0.098,termination-nla
gpt-4o-mini,0.2,42,0.3094,termination-crafted
gpt-4o-mini,0.2,42,0.2096,loops-crafted-1
gpt-4o-mini,0.2,123,0.2174,loops-crafted-1
gpt-4o-mini,0.2,999,0.189,loops-crafted-1
gpt-4o-mini,0.2,123,0.4307,termination-crafted
gpt-4o-mini,0.2,123,0.1127,loops-crafted-1
gpt-4o-mini,0.2,999,0.5255,termination-crafted
gpt-4o-mini,0.2,42,0.177,recursive-simple
