model,temperature,seed,bleu_representativeness,folder
deepseek-r1-14b,0.2,999,0.0,termination-crafted
deepseek-r1-14b,0.2,123,0.1072,recursive-simple
deepseek-r1-14b,0.2,999,0.0003,recursive-simple
deepseek-r1-14b,0.2,123,0.0,termination-crafted
deepseek-r1-14b,0.2,123,0.0,termination-numeric
deepseek-r1-14b,0.2,999,0.0081,termination-numeric
deepseek-r1-14b,0.2,123,0.2717,recursive-simple
deepseek-r1-14b,0.2,123,0.0,termination-nla
deepseek-r1-14b,0.2,42,0.0,termination-crafted
deepseek-r1-14b,0.2,999,0.0,loops-crafted-1
deepseek-r1-14b,0.2,42,0.0851,recursive-simple
deepseek-r1-14b,0.2,42,0.0258,recursive-simple
deepseek-r1-14b,0.2,999,0.1494,recursive-simple
deepseek-r1-14b,0.2,42,0.0643,recursive-simple
deepseek-r1-14b,0.2,123,0.0789,recursive-simple
deepseek-r1-14b,0.2,123,0.1249,loop-acceleration
deepseek-r1-14b,0.2,999,0.0,loops
deepseek-r1-14b,0.2,123,0.0,termination-crafted-lit
deepseek-r1-14b,0.2,999,0.0199,termination-crafted-lit
deepseek-r1-14b,0.2,42,0.0,termination-crafted-lit
deepseek-r1-14b,0.2,123,0.1154,termination-crafted-lit
deepseek-r1-14b,0.2,999,0.0,termination-crafted-lit
deepseek-r1-14b,0.2,123,0.0326,termination-crafted
deepseek-r1-14b,0.2,123,0.0714,loops-crafted-1
deepseek-r1-14b,0.2,999,0.0016,termination-crafted
deepseek-r1-14b,0.2,42,0.0,recursive
deepseek-r1-14b,0.2,999,0.1239,loop-acceleration
deepseek-r1-14b,0.2,123,0.0217,loops
deepseek-r1-14b,0.2,42,0.0,termination-nla
deepseek-r1-14b,0.2,42,0.0463,loops-crafted-1
deepseek-r1-14b,0.2,42,0.1537,termination-numeric
deepseek-r1-14b,0.2,123,0.0002,termination-crafted
deepseek-r1-14b,0.2,42,0.0,loops
deepseek-r1-14b,0.2,999,0.0006,termination-crafted
deepseek-r1-14b,0.2,999,0.0008,termination-nla
deepseek-r1-14b,0.2,42,0.0621,termination-crafted
deepseek-r1-14b,0.2,42,0.003,termination-crafted-lit
deepseek-r1-14b,0.2,42,0.0867,termination-restricted-15
deepseek-r1-14b,0.2,123,0.0579,recursive
deepseek-r1-14b,0.2,123,0.0006,termination-crafted
deepseek-r1-14b,0.2,999,0.1173,recursive-simple
deepseek-r1-14b,0.2,999,0.3587,termination-restricted-15
deepseek-r1-14b,0.2,123,0.127,recursive-simple
deepseek-r1-14b,0.2,999,0.0182,termination-numeric
deepseek-r1-14b,0.2,42,0.0,termination-numeric
deepseek-r1-14b,0.2,999,0.2976,termination-crafted
deepseek-r1-14b,0.2,42,0.0765,recursive-simple
deepseek-r1-14b,0.2,42,0.0687,loop-acceleration
deepseek-r1-14b,0.2,42,0.5493,termination-crafted-lit
deepseek-r1-14b,0.2,999,0.0163,termination-crafted-lit
deepseek-r1-14b,0.2,42,0.0,termination-bwb
deepseek-r1-14b,0.2,42,0.0536,termination-restricted-15
deepseek-r1-14b,0.2,123,0.0175,termination-restricted-15
deepseek-r1-14b,0.2,123,0.2697,termination-restricted-15
deepseek-r1-14b,0.2,999,0.0015,recursive-simple
deepseek-r1-14b,0.2,999,0.1211,termination-restricted-15
deepseek-r1-14b,0.2,42,0.1143,termination-crafted
deepseek-r1-14b,0.2,123,0.1578,loops-crafted-1
deepseek-r1-14b,0.2,42,0.0,array-fpi
deepseek-r1-14b,0.2,42,0.1288,loops
deepseek-r1-14b,0.2,123,0.0845,termination-crafted-lit
deepseek-r1-14b,0.2,999,0.1005,termination-bwb
deepseek-r1-14b,0.2,123,0.133,recursive
deepseek-r1-14b,0.2,42,0.3478,termination-crafted
deepseek-r1-14b,0.2,42,0.1233,recursive
deepseek-r1-14b,0.2,999,0.2264,loops
deepseek-r1-14b,0.2,123,0.2558,loops
deepseek-r1-14b,0.2,42,0.0011,array-fpi
deepseek-r1-14b,0.2,123,0.2687,termination-numeric
deepseek-r1-14b,0.2,999,0.1814,termination-crafted
deepseek-r1-14b,0.2,42,0.136,termination-crafted
deepseek-r1-14b,0.2,123,0.171,termination-bwb
deepseek-r1-14b,0.2,999,0.0001,loops
deepseek-r1-14b,0.2,999,0.0889,loops-crafted-1
deepseek-r1-14b,0.2,999,0.0,array-fpi
deepseek-r1-14b,0.2,42,0.0,loop-invgen
deepseek-r1-14b,0.2,123,0.0157,array-fpi
deepseek-r1-14b,0.2,999,0.0,loop-invgen
deepseek-r1-14b,0.2,999,0.2442,recursive
deepseek-r1-14b,0.2,123,0.0472,termination-crafted
deepseek-r1-14b,0.2,123,0.0,termination-crafted
deepseek-r1-14b,0.2,999,0.0,bitvector
deepseek-r1-14b,0.2,123,0.3538,termination-crafted
deepseek-r1-14b,0.2,42,0.0047,loop-acceleration
deepseek-r1-14b,0.2,42,0.0001,termination-crafted
deepseek-r1-14b,0.2,999,0.0,termination-crafted
deepseek-r1-14b,0.2,999,0.0414,termination-crafted
deepseek-r1-14b,0.2,999,0.0042,loop-acceleration
deepseek-r1-14b,0.2,999,0.0,termination-crafted-lit
deepseek-r1-14b,0.2,123,0.102,termination-crafted
deepseek-r1-14b,0.2,42,0.372,loops
deepseek-r1-14b,0.2,42,0.0,bitvector
deepseek-r1-14b,0.2,42,0.157,termination-crafted
deepseek-r1-14b,0.2,42,0.1527,termination-crafted-lit
deepseek-r1-14b,0.2,42,0.0199,array-memsafety
deepseek-r1-14b,0.2,123,0.0727,loop-acceleration
deepseek-r1-14b,0.2,123,0.0,bitvector
deepseek-r1-14b,0.2,123,0.0041,array-memsafety
deepseek-r1-14b,0.2,42,0.0,loop-industry-pattern
deepseek-r1-14b,0.2,999,0.0,loop-industry-pattern
deepseek-r1-14b,0.2,999,0.4389,array-memsafety
deepseek-r1-14b,0.2,123,0.2804,termination-crafted-lit
deepseek-r1-14b,0.2,999,0.022,termination-crafted
deepseek-r1-14b,0.2,123,0.1286,termination-crafted
deepseek-r1-14b,0.2,123,0.0,loop-industry-pattern
deepseek-r1-14b,0.2,42,0.2935,termination-crafted
deepseek-r1-14b,0.2,123,0.0318,loops
deepseek-r1-14b,0.2,999,0.0,loops
deepseek-r1-14b,0.2,42,0.0082,loops-crafted-1
deepseek-r1-14b,0.2,999,0.0556,termination-crafted
deepseek-r1-14b,0.2,42,0.0001,termination-nla
deepseek-r1-14b,0.2,999,0.0609,bitvector
deepseek-r1-14b,0.2,42,0.0227,termination-crafted
deepseek-r1-14b,0.2,42,0.0,termination-nla
deepseek-r1-14b,0.2,999,0.0,termination-nla
deepseek-r1-14b,0.2,42,0.0379,termination-restricted-15
deepseek-r1-14b,0.2,42,0.2115,bitvector
deepseek-r1-14b,0.2,999,0.0448,recursive-simple
deepseek-r1-14b,0.2,123,0.5693,loops
deepseek-r1-14b,0.2,999,0.1065,array-fpi
deepseek-r1-14b,0.2,123,0.0,termination-restricted-15
deepseek-r1-14b,0.2,123,0.0003,bitvector
deepseek-r1-14b,0.2,999,0.0217,termination-restricted-15
deepseek-r1-14b,0.2,42,0.0,termination-restricted-15
deepseek-r1-14b,0.2,999,0.001,termination-restricted-15
deepseek-r1-14b,0.2,123,0.0,termination-nla
deepseek-r1-14b,0.2,123,0.485,recursive-simple
deepseek-r1-14b,0.2,42,0.0,array-fpi
deepseek-r1-14b,0.2,42,0.1585,recursive-simple
deepseek-r1-14b,0.2,123,0.0,loops-crafted-1
deepseek-r1-14b,0.2,123,0.1124,termination-restricted-15
deepseek-r1-14b,0.2,999,0.58,termination-restricted-15
deepseek-r1-14b,0.2,42,0.0418,termination-restricted-15
deepseek-r1-14b,0.2,999,0.0,loops-crafted-1
deepseek-r1-14b,0.2,42,0.0877,loop-acceleration
deepseek-r1-14b,0.2,123,0.1355,termination-bwb
deepseek-r1-14b,0.2,999,0.2233,recursive
deepseek-r1-14b,0.2,999,0.0784,termination-bwb
deepseek-r1-14b,0.2,123,0.0297,termination-nla
deepseek-r1-14b,0.2,999,0.1594,loop-acceleration
deepseek-r1-14b,0.2,123,0.0687,termination-restricted-15
deepseek-r1-14b,0.2,42,0.053,termination-bwb
deepseek-r1-14b,0.2,42,0.0778,loops-crafted-1
deepseek-r1-14b,0.2,123,0.2578,array-fpi
deepseek-r1-14b,0.2,123,0.2285,array-fpi
deepseek-r1-14b,0.2,123,0.0,loop-invgen
deepseek-r1-14b,0.2,123,0.174,loop-acceleration
deepseek-r1-14b,0.2,42,0.2387,loops
deepseek-r1-14b,0.2,999,0.0141,array-fpi
deepseek-r1-14b,0.2,999,0.0654,termination-nla
