property,original_index,s999_pass,s999_complete,s999_errors,s42_pass,s42_complete,s42_errors,s123_pass,s123_complete,s123_errors
no-overflow,0,True,True,[],True,True,[],True,True,[]
valid-memsafety,1,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 21}, ""endPos"": {""line"": 2, ""column"": 23}, ""data"": ""unexpected token 'by'; expected command""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 10, ""column"": 12}, ""endPos"": {""line"": 10, ""column"": 25}, ""data"": ""function expected at\n  Array Char\nterm has type\n  Type""}, {""severity"": ""error"", ""pos"": {""line"": 14, ""column"": 17}, ""endPos"": {""line"": 14, ""column"": 31}, ""data"": ""function expected at\n  Array Char\nterm has type\n  Type""}, {""severity"": ""error"", ""pos"": {""line"": 18, ""column"": 17}, ""endPos"": {""line"": 18, ""column"": 31}, ""data"": ""function expected at\n  Array UInt8\nterm has type\n  Type""}, {""severity"": ""error"", ""pos"": {""line"": 23, ""column"": 13}, ""endPos"": {""line"": 23, ""column"": 25}, ""data"": ""function expected at\n  Array Char\nterm has type\n  Type""}, {""severity"": ""error"", ""pos"": {""line"": 38, ""column"": 10}, ""endPos"": {""line"": 38, ""column"": 25}, ""data"": ""function expected at\n  Array In6Addr\nterm has type\n  Type ?u.4219""}, {""severity"": ""error"", ""pos"": {""line"": 38, ""column"": 2}, ""endPos"": {""line"": 38, ""column"": 7}, ""data"": ""stuck at solving universe constraint\n  ?u.4219+1 =?= max 1 ?u.4220\nwhile trying to unify\n  Type ?u.4219 : Type (?u.4219 + 1)\nwith\n  Sort (max 1 ?u.4220) : Type (max 1 ?u.4220)""}]",True,True,[]
unreach-call,2,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 6}, ""data"": ""'id' has already been declared""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 6}, ""data"": ""'id' has already been declared""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 6}, ""data"": ""'id' has already been declared""}]"
no-overflow,3,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 4}, ""endPos"": {""line"": 4, ""column"": 8}, ""data"": ""invalid `main` function, it must have type `List String -> IO UInt32`""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 4, ""column"": 4}, ""endPos"": {""line"": 4, ""column"": 8}, ""data"": ""invalid `main` function, it must have type `List String -> IO UInt32`""}]",True,True,[]
termination,4,True,True,[],True,True,[],False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 8}, ""data"": ""'Bool' has already been declared""}]"
termination,5,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 8}, ""data"": ""invalid `main` function, it must have type `List String -> IO UInt32`""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 9}, ""endPos"": {""line"": 16, ""column"": 8}, ""data"": ""unexpected identifier; expected 'else'""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 15, ""column"": 5}, ""endPos"": {""line"": 16, ""column"": 3}, ""data"": ""unexpected token 'def'; expected 'else'""}]"
unreach-call,6,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 27}, ""endPos"": {""line"": 3, ""column"": 5}, ""data"": ""unexpected token 'try'; expected '{' or tactic""}, {""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 25}, ""endPos"": {""line"": 2, ""column"": 27}, ""data"": ""unsolved goals\nNat : Sort ?u.5\n\u22a2 Nat""}]",True,True,[],True,True,[]
unreach-call,7,False,False,"[{""severity"": ""error"", ""pos"": {""line"": 6, ""column"": 4}, ""endPos"": {""line"": 6, ""column"": 6}, ""data"": ""'id' has already been declared""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 6}, ""data"": ""'id' has already been declared""}]",False,False,"[{""severity"": ""error"", ""pos"": {""line"": 2, ""column"": 4}, ""endPos"": {""line"": 2, ""column"": 6}, ""data"": ""'id' has already been declared""}]"
unreach-call,8,True,True,[],True,True,[],True,True,[]
termination,9,True,True,[],True,True,[],True,True,[]
